sgrna_id	Gene	library0	R0_0	R1_0
46646	neutral_10445	196	123	186
46647	neutral_10445	328	395	303
46648	neutral_10445	171	172	166
46649	neutral_10446	223	228	224
46650	neutral_10446	70	61	130
46651	neutral_10446	80	56	61
46652	neutral_10446	73	41	72
46653	neutral_10447	191	172	130
46654	growthsupressing_102	231	1655	1443
46655	neutral_10447	153	236	100
46656	neutral_10447	358	324	304
46657	neutral_10447	331	419	378
46658	neutral_10448	326	255	366
46659	neutral_10448	136	188	206
46660	neutral_10448	130	159	176
46661	essential_1113	187	13	12
46662	neutral_10448	188	219	200
46663	neutral_10449	138	172	104
46664	neutral_10449	257	336	226
46665	neutral_10449	154	147	185
46666	neutral_10449	265	354	243
46667	neutral_10450	1529	1618	1400
46668	neutral_10450	143	89	193
46669	neutral_10450	158	131	220
46670	neutral_10450	320	287	309
46671	essential_1114	1225	307	486
46672	neutral_10451	138	153	123
46673	neutral_10451	205	249	285
46674	neutral_10451	259	365	277
46675	neutral_10451	360	391	298
46676	neutral_10452	810	887	884
46677	neutral_10452	534	639	462
46678	neutral_10452	321	266	343
46679	neutral_10452	319	304	307
46680	neutral_10453	475	487	435
46681	essential_1114	163	60	85
46682	neutral_10453	478	492	658
46683	essential_1114	278	53	38
46684	neutral_10453	53	103	67
46685	neutral_10453	305	394	227
46686	neutral_10454	317	327	217
46687	neutral_10454	115	214	132
46688	neutral_10454	394	400	390
46689	neutral_10454	289	277	273
46690	neutral_10455	353	533	342
46691	neutral_10455	478	412	453
46692	neutral_10455	823	915	778
46693	neutral_10455	266	178	212
46694	neutral_10456	106	152	39
46695	essential_1114	194	20	16
46696	neutral_10456	147	160	96
46697	neutral_10456	66	62	71
46698	neutral_10456	273	389	324
46699	neutral_10457	224	276	281
46700	neutral_10457	823	716	837
46701	neutral_10457	143	65	130
46702	essential_1115	118	21	77
46703	neutral_10457	138	260	126
46704	neutral_10458	99	150	43
46705	essential_1115	238	75	100
46706	neutral_10458	368	354	315
46707	neutral_10458	227	194	206
46708	neutral_10458	1311	1192	1297
46709	neutral_10459	1745	1918	1478
46710	neutral_10459	150	147	160
46711	neutral_10459	60	50	42
46712	neutral_10459	139	135	132
46713	neutral_10460	302	257	345
46714	neutral_10460	187	179	183
46715	essential_1115	1114	189	164
46716	neutral_10460	594	502	585
46717	neutral_10460	781	984	883
46718	neutral_10461	317	232	365
46719	neutral_10461	298	287	336
46720	essential_1115	151	43	37
46721	neutral_10461	59	29	82
46722	neutral_10461	343	245	368
46723	neutral_10462	634	804	646
46724	neutral_10462	125	126	92
46725	neutral_10462	254	226	244
46726	neutral_10462	181	158	94
46727	neutral_10463	59	107	70
46728	neutral_10463	351	347	348
46729	neutral_10463	579	643	526
46730	neutral_10463	160	103	89
46731	neutral_10464	506	550	544
46732	neutral_10464	307	230	355
46733	neutral_10464	46	45	74
46734	neutral_10464	243	275	229
46735	neutral_10465	1310	1308	1493
46736	neutral_10465	1150	1164	1117
46737	neutral_10465	102	142	129
46738	neutral_10465	349	403	267
46739	neutral_10466	583	582	559
46740	neutral_10466	259	200	245
46741	neutral_10466	176	111	263
46742	essential_1116	148	67	64
46743	neutral_10466	432	517	495
46744	neutral_10467	748	729	862
46745	neutral_10467	528	599	608
46746	neutral_10467	393	421	348
46747	neutral_10467	546	523	515
46748	neutral_10468	110	120	114
46749	neutral_10468	215	314	237
46750	neutral_10468	122	127	106
46751	neutral_10468	630	597	700
46752	neutral_10469	163	252	121
46753	neutral_10469	168	179	188
46754	neutral_10469	57	63	99
46755	neutral_10469	172	146	150
46756	essential_1116	282	58	39
46757	neutral_10470	313	435	238
46758	neutral_10470	230	224	211
46759	neutral_10470	100	110	46
46760	essential_1116	125	66	87
46761	neutral_10470	290	255	251
46762	neutral_10471	77	63	63
46763	neutral_10471	243	195	311
46764	neutral_10471	550	616	482
46765	neutral_10471	151	150	83
46766	neutral_10472	243	246	197
46767	essential_1116	292	153	129
46768	neutral_10472	288	290	170
46769	neutral_10472	514	476	569
46770	neutral_10472	315	245	403
46771	neutral_10473	576	606	569
46772	neutral_10473	352	404	408
46773	neutral_10473	166	186	122
46774	neutral_10473	4174	4263	3766
46775	neutral_10474	148	179	163
46776	neutral_10474	74	125	98
46777	neutral_10474	188	151	202
46778	essential_1117	114	27	33
46779	neutral_10474	524	519	491
46780	neutral_10475	89	97	83
46781	neutral_10475	422	471	350
46782	neutral_10475	166	230	217
46783	neutral_10475	210	222	274
46784	neutral_10476	126	148	89
46785	neutral_10476	682	652	674
46786	neutral_10476	1160	1250	1486
46787	essential_1117	262	254	240
46788	neutral_10476	179	218	268
46789	neutral_10477	129	194	200
46790	essential_1117	440	348	245
46791	neutral_10477	354	393	320
46792	neutral_10477	327	259	207
46793	neutral_10477	340	417	390
46794	essential_1117	85	37	27
46795	neutral_10478	512	487	589
46796	neutral_10478	182	119	186
46797	neutral_10478	589	487	568
46798	neutral_10478	567	508	529
46799	neutral_10479	242	251	178
46800	neutral_10479	304	210	382
46801	neutral_10479	679	626	815
46802	neutral_10479	276	213	235
46803	neutral_10480	150	98	248
46804	essential_1118	130	32	50
46805	neutral_10480	157	62	183
46806	neutral_10480	363	317	329
46807	neutral_10480	523	630	653
46808	neutral_10481	452	428	575
46809	neutral_10481	68	5	46
46810	neutral_10481	105	68	78
46811	neutral_10481	591	640	647
46812	neutral_10482	282	263	423
46813	neutral_10482	95	107	112
46814	neutral_10482	261	303	200
46815	neutral_10482	705	767	568
46816	essential_1118	72	4	2
46817	neutral_10483	125	62	125
46818	neutral_10483	314	390	298
46819	neutral_10483	347	405	446
46820	neutral_10483	140	169	211
46821	neutral_10484	533	582	562
46822	neutral_10484	291	287	280
46823	neutral_10484	196	214	139
46824	neutral_10484	21	7	0
46825	neutral_10485	152	115	177
46826	neutral_10485	434	551	436
46827	neutral_10485	837	939	802
46828	neutral_10485	99	137	83
46829	neutral_10486	254	239	337
46830	neutral_10486	889	818	833
46831	neutral_10486	51	71	94
46832	neutral_10486	612	595	459
46833	neutral_10487	1503	1534	1514
46834	neutral_10487	709	789	724
46835	neutral_10487	607	591	844
46836	neutral_10487	504	490	460
46837	neutral_10488	207	205	167
46838	neutral_10488	10	0	7
46839	neutral_10488	410	327	458
46840	neutral_10488	478	482	521
46841	neutral_10489	101	134	79
46842	neutral_10489	245	177	222
46843	neutral_10489	423	535	436
46844	neutral_10489	187	238	188
46845	neutral_10490	183	196	148
46846	neutral_10490	107	122	102
46847	neutral_10490	94	78	82
46848	neutral_10490	562	588	510
46849	neutral_10491	1099	1103	1060
46850	neutral_10491	85	168	103
46851	neutral_10491	384	355	363
46852	neutral_10491	435	437	385
46853	neutral_10492	67	76	102
46854	neutral_10492	428	374	453
46855	neutral_10492	188	162	118
46856	neutral_10492	71	48	45
46857	neutral_10493	154	163	232
46858	neutral_10493	195	278	168
46859	neutral_10493	340	384	398
46860	neutral_10493	194	227	115
46861	neutral_10494	337	307	302
46862	neutral_10494	440	450	366
46863	neutral_10494	285	155	229
46864	essential_1118	111	11	15
46865	neutral_10494	406	391	464
46866	neutral_10495	164	128	101
46867	neutral_10495	165	162	183
46868	neutral_10495	289	277	272
46869	neutral_10495	1087	1011	950
46870	neutral_10496	83	46	76
46871	neutral_10496	215	137	156
46872	neutral_10496	48	84	51
46873	growthsupressing_102	208	1011	576
46874	neutral_10496	301	349	231
46875	neutral_10497	266	290	224
46876	neutral_10497	175	170	195
46877	neutral_10497	878	813	773
46878	neutral_10497	221	227	151
46879	neutral_10498	133	175	164
46880	neutral_10498	293	455	363
46881	neutral_10498	175	146	157
46882	neutral_10498	521	485	606
46883	neutral_10499	337	342	405
46884	neutral_10499	372	464	420
46885	neutral_10499	1055	890	1264
46886	essential_1118	100	81	70
46887	essential_1119	566	660	533
46888	neutral_10499	286	175	294
46889	neutral_10500	227	161	216
46890	neutral_10500	2129	2195	2075
46891	neutral_10500	139	130	145
46892	neutral_10500	173	154	222
46893	essential_1119	161	157	127
46894	neutral_10501	685	580	662
46895	neutral_10501	126	132	150
46896	neutral_10501	280	234	196
46897	neutral_10501	589	485	496
46898	neutral_10502	685	714	912
46899	neutral_10502	202	195	198
46900	neutral_10502	187	186	205
46901	neutral_10502	880	930	776
46902	neutral_10503	167	147	132
46903	neutral_10503	559	514	727
46904	neutral_10503	543	576	609
46905	neutral_10503	575	597	621
46906	neutral_10504	555	501	568
46907	neutral_10504	453	446	453
46908	essential_1119	354	356	312
46909	neutral_10504	297	339	267
46910	neutral_10504	155	116	233
46911	neutral_10505	133	110	89
46912	neutral_10505	119	89	101
46913	neutral_10505	244	352	404
46914	neutral_10505	392	387	337
46915	neutral_10506	597	547	500
46916	neutral_10506	402	350	504
46917	neutral_10506	156	164	182
46918	neutral_10506	400	282	288
46919	neutral_10507	434	377	283
46920	neutral_10507	349	347	352
46921	neutral_10507	229	223	259
46922	neutral_10507	174	263	167
46923	growthsupressing_103	424	2091	2068
46924	neutral_10508	752	915	638
46925	neutral_10508	996	1065	900
46926	essential_1119	139	31	34
46927	neutral_10508	156	145	187
46928	neutral_10508	508	534	664
46929	neutral_10509	678	730	798
46930	neutral_10509	299	303	321
46931	neutral_10509	1884	1916	1900
46932	neutral_10509	958	1171	900
46933	neutral_10510	169	199	204
46934	neutral_10510	146	107	164
46935	neutral_10510	114	138	109
46936	neutral_10510	265	188	210
46937	neutral_10511	285	197	197
46938	neutral_10511	360	288	391
46939	neutral_10511	191	154	259
46940	neutral_10511	86	88	88
46941	neutral_10512	588	617	530
46942	neutral_10512	213	235	167
46943	neutral_10512	96	89	74
46944	neutral_10512	223	188	261
46945	neutral_10513	417	397	383
46946	neutral_10513	172	181	177
46947	neutral_10513	72	66	51
46948	neutral_10513	914	976	810
46949	neutral_10514	370	380	407
46950	neutral_10514	357	303	318
46951	neutral_10514	322	284	364
46952	essential_1120	86	28	7
46953	neutral_10514	102	113	134
46954	neutral_10515	198	163	191
46955	neutral_10515	779	785	854
46956	neutral_10515	324	234	408
46957	neutral_10515	304	354	311
46958	neutral_10516	413	414	564
46959	neutral_10516	197	127	208
46960	neutral_10516	122	122	123
46961	neutral_10516	137	192	185
46962	neutral_10517	407	355	498
46963	neutral_10517	243	212	265
46964	neutral_10517	187	139	138
46965	essential_1120	255	30	9
46966	neutral_10517	180	199	224
46967	neutral_10518	446	527	463
46968	neutral_10518	198	277	286
46969	neutral_10518	254	262	213
46970	neutral_10518	362	465	310
46971	neutral_10519	740	624	651
46972	neutral_10519	854	879	686
46973	neutral_10519	964	860	1047
46974	neutral_10519	197	355	237
46975	neutral_10520	169	169	215
46976	neutral_10520	317	258	235
46977	neutral_10520	464	470	535
46978	neutral_10520	1366	1590	1664
46979	neutral_10521	199	127	253
46980	neutral_10521	1558	1808	1562
46981	neutral_10521	291	253	297
46982	neutral_10521	328	377	331
46983	neutral_10522	291	394	174
46984	neutral_10522	170	125	160
46985	neutral_10522	66	31	8
46986	neutral_10522	81	117	79
46987	neutral_10523	354	385	413
46988	neutral_10523	3255	3269	3609
46989	neutral_10523	302	324	226
46990	growthsupressing_103	61	255	292
46991	neutral_10523	209	237	152
46992	essential_1120	513	38	70
46993	neutral_10524	207	207	217
46994	neutral_10524	160	197	161
46995	neutral_10524	605	621	661
46996	essential_1120	259	66	86
46997	essential_1121	272	36	40
46998	neutral_10524	75	102	49
46999	neutral_10525	722	721	662
47000	neutral_10525	291	324	313
47001	essential_1121	376	200	202
47002	neutral_10525	171	187	164
47003	neutral_10525	337	402	275
47004	neutral_10526	658	561	680
47005	essential_1121	149	12	24
47006	neutral_10526	205	201	207
47007	neutral_10526	257	204	280
47008	neutral_10526	1178	1075	1202
47009	essential_1121	920	85	88
47010	neutral_10527	45	54	69
47011	neutral_10527	462	747	579
47012	neutral_10527	375	396	330
47013	neutral_10527	1008	1028	1006
47014	neutral_10528	160	175	110
47015	neutral_10528	138	117	119
47016	neutral_10528	748	751	539
47017	neutral_10528	166	133	136
47018	neutral_10529	486	416	493
47019	neutral_10529	141	121	240
47020	neutral_10529	918	994	1012
47021	neutral_10529	323	405	278
47022	neutral_10530	269	179	283
47023	neutral_10530	172	175	209
47024	neutral_10530	634	526	465
47025	neutral_10530	305	269	378
47026	neutral_10531	189	340	319
47027	neutral_10531	190	133	206
47028	neutral_10531	476	383	538
47029	neutral_10531	590	581	626
47030	neutral_10532	260	270	221
47031	neutral_10532	164	171	92
47032	neutral_10532	202	201	152
47033	neutral_10532	349	264	326
47034	essential_1122	105	140	112
47035	neutral_10533	328	389	230
47036	neutral_10533	69	28	42
47037	neutral_10533	703	679	826
47038	essential_1122	331	183	156
47039	neutral_10533	70	56	89
47040	neutral_10534	261	214	216
47041	neutral_10534	95	30	74
47042	essential_1122	285	81	90
47043	neutral_10534	144	184	126
47044	neutral_10534	304	248	270
47045	neutral_10535	456	489	400
47046	neutral_10535	611	563	580
47047	essential_1122	287	170	165
47048	neutral_10535	199	160	184
47049	neutral_10535	596	429	697
47050	neutral_10536	374	397	460
47051	neutral_10536	306	312	333
47052	neutral_10536	330	291	263
47053	neutral_10536	176	127	139
47054	neutral_10537	353	381	411
47055	neutral_10537	159	183	141
47056	neutral_10537	682	827	692
47057	neutral_10537	240	244	196
47058	essential_1123	95	3	1
47059	neutral_10538	202	141	364
47060	neutral_10538	1310	1267	1413
47061	neutral_10538	287	263	215
47062	neutral_10538	180	154	170
47063	neutral_10539	689	700	768
47064	neutral_10539	52	82	134
47065	neutral_10539	280	376	286
47066	neutral_10539	513	561	504
47067	neutral_10540	109	107	76
47068	essential_1123	194	48	42
47069	neutral_10540	40	39	60
47070	neutral_10540	256	179	340
47071	neutral_10540	1059	947	1034
47072	neutral_10541	82	107	57
47073	neutral_10541	1270	1327	1262
47074	neutral_10541	979	1070	1115
47075	neutral_10541	445	387	527
47076	essential_1123	286	38	37
47077	neutral_10542	163	217	134
47078	neutral_10542	34	72	0
47079	neutral_10542	381	388	394
47080	neutral_10542	251	301	238
47081	neutral_10543	1084	1210	1128
47082	essential_1123	132	50	47
47083	neutral_10543	530	416	566
47084	neutral_10543	813	778	655
47085	neutral_10543	136	209	64
47086	neutral_10544	194	130	217
47087	neutral_10544	381	330	409
47088	neutral_10544	214	192	190
47089	essential_1124	72	51	42
47090	neutral_10544	182	158	122
47091	neutral_10545	154	163	109
47092	neutral_10545	689	685	664
47093	essential_1124	357	285	208
47094	essential_1124	199	92	137
47095	neutral_10545	373	403	480
47096	neutral_10545	119	124	83
47097	neutral_10546	289	451	295
47098	neutral_10546	263	273	273
47099	neutral_10546	258	228	251
47100	neutral_10546	247	232	236
47101	essential_1124	141	13	16
47102	neutral_10547	269	358	370
47103	neutral_10547	294	310	250
47104	neutral_10547	183	202	193
47105	neutral_10547	489	421	505
47106	neutral_10548	462	459	449
47107	neutral_10548	364	341	392
47108	neutral_10548	43	43	24
47109	neutral_10548	306	252	232
47110	neutral_10549	240	248	155
47111	neutral_10549	401	405	383
47112	neutral_10549	197	181	211
47113	neutral_10549	290	294	413
47114	neutral_10550	262	119	316
47115	essential_1125	461	124	157
47116	neutral_10550	79	81	72
47117	neutral_10550	154	138	174
47118	neutral_10550	670	781	565
47119	neutral_10551	667	788	673
47120	neutral_10551	140	131	194
47121	neutral_10551	328	314	333
47122	neutral_10551	301	396	284
47123	neutral_10552	376	449	355
47124	neutral_10552	205	144	144
47125	neutral_10552	870	922	912
47126	neutral_10552	593	434	615
47127	neutral_10553	211	199	270
47128	neutral_10553	289	348	398
47129	neutral_10553	97	117	117
47130	essential_1125	309	116	157
47131	essential_1125	255	24	14
47132	neutral_10553	892	1090	667
47133	neutral_10554	309	360	423
47134	neutral_10554	637	629	564
47135	neutral_10554	165	193	154
47136	neutral_10554	1799	1755	1968
47137	neutral_10555	707	813	744
47138	neutral_10555	128	233	60
47139	neutral_10555	210	193	236
47140	neutral_10555	1342	1270	1302
47141	neutral_10556	299	309	294
47142	neutral_10556	672	726	826
47143	neutral_10556	454	514	511
47144	neutral_10556	344	298	264
47145	neutral_10557	815	727	883
47146	neutral_10557	334	295	374
47147	neutral_10557	78	70	105
47148	neutral_10557	834	743	808
47149	neutral_10558	59	66	63
47150	essential_1125	241	45	58
47151	neutral_10558	124	238	136
47152	neutral_10558	147	180	57
47153	neutral_10558	959	778	1062
47154	neutral_10559	642	663	650
47155	neutral_10559	654	528	705
47156	neutral_10559	246	186	252
47157	neutral_10559	416	474	506
47158	essential_1126	19	17	1
47159	neutral_10560	411	428	476
47160	neutral_10560	185	101	186
47161	neutral_10560	107	68	74
47162	neutral_10560	107	114	97
47163	neutral_10561	371	261	281
47164	neutral_10561	242	208	223
47165	neutral_10561	296	352	427
47166	neutral_10561	112	111	144
47167	neutral_10562	433	381	456
47168	neutral_10562	120	143	109
47169	neutral_10562	395	433	406
47170	neutral_10562	408	559	537
47171	neutral_10563	156	185	177
47172	neutral_10563	354	360	359
47173	neutral_10563	349	323	355
47174	neutral_10563	398	427	300
47175	neutral_10564	114	73	102
47176	neutral_10564	418	371	333
47177	neutral_10564	445	304	389
47178	neutral_10564	213	152	152
47179	essential_1126	742	485	411
47180	neutral_10565	938	923	940
47181	neutral_10565	124	128	102
47182	neutral_10565	71	74	44
47183	neutral_10565	149	219	180
47184	neutral_10566	873	952	788
47185	neutral_10566	302	293	352
47186	neutral_10566	930	1053	871
47187	neutral_10566	218	270	208
47188	neutral_10567	778	645	667
47189	neutral_10567	581	570	576
47190	neutral_10567	425	404	538
47191	neutral_10567	337	215	261
47192	growthsupressing_103	422	2029	1618
47193	neutral_10568	667	691	694
47194	neutral_10568	114	92	79
47195	neutral_10568	301	309	359
47196	neutral_10568	172	150	196
47197	neutral_10569	110	161	125
47198	neutral_10569	469	445	338
47199	neutral_10569	165	181	159
47200	neutral_10569	177	162	255
47201	essential_1126	296	42	53
47202	neutral_10570	766	818	723
47203	neutral_10570	394	406	377
47204	neutral_10570	342	364	487
47205	neutral_10570	86	87	60
47206	neutral_10571	168	145	129
47207	neutral_10571	231	132	274
47208	neutral_10571	145	126	104
47209	neutral_10571	231	156	199
47210	neutral_10572	430	437	468
47211	neutral_10572	322	355	323
47212	neutral_10572	325	449	355
47213	essential_1126	217	78	81
47214	neutral_10572	229	158	266
47215	neutral_10573	83	88	104
47216	neutral_10573	238	281	154
47217	neutral_10573	461	401	431
47218	neutral_10573	197	265	215
47219	neutral_10574	601	825	623
47220	neutral_10574	148	97	80
47221	neutral_10574	46	55	59
47222	neutral_10574	1417	1340	1366
47223	neutral_10575	104	120	123
47224	neutral_10575	184	291	130
47225	neutral_10575	51	74	50
47226	neutral_10575	161	146	156
47227	neutral_10576	147	268	91
47228	neutral_10576	166	237	135
47229	neutral_10576	176	109	151
47230	neutral_10576	155	164	138
47231	essential_1127	137	7	15
47232	neutral_10577	50	46	43
47233	neutral_10577	203	230	188
47234	essential_1127	110	56	50
47235	neutral_10577	374	296	370
47236	neutral_10577	420	389	518
47237	neutral_10578	659	582	611
47238	neutral_10578	599	586	543
47239	neutral_10578	184	116	156
47240	neutral_10578	212	223	210
47241	neutral_10579	74	45	65
47242	neutral_10579	483	537	566
47243	neutral_10579	99	110	84
47244	neutral_10579	314	253	338
47245	neutral_10580	732	777	650
47246	neutral_10580	1243	1167	1169
47247	essential_1127	531	334	465
47248	neutral_10580	1443	1451	1495
47249	neutral_10580	248	160	218
47250	neutral_10581	237	301	255
47251	neutral_10581	164	211	301
47252	neutral_10581	165	163	126
47253	essential_1127	162	72	78
47254	neutral_10581	316	378	239
47255	neutral_10582	484	410	430
47256	neutral_10582	396	424	416
47257	neutral_10582	163	105	214
47258	neutral_10582	73	104	75
47259	neutral_10583	1291	1437	1386
47260	neutral_10583	699	734	743
47261	neutral_10583	218	213	282
47262	neutral_10583	57	25	23
47263	essential_1128	121	28	21
47264	neutral_10584	85	14	72
47265	neutral_10584	343	208	322
47266	neutral_10584	501	390	452
47267	neutral_10584	133	142	177
47268	neutral_10585	142	93	100
47269	neutral_10585	318	321	288
47270	neutral_10585	937	760	867
47271	neutral_10585	317	315	259
47272	neutral_10586	258	336	259
47273	neutral_10586	245	249	292
47274	growthsupressing_103	188	1013	1461
47275	neutral_10586	423	541	542
47276	neutral_10586	738	701	678
47277	essential_1128	127	7	35
47278	neutral_10587	392	363	416
47279	neutral_10587	246	305	322
47280	neutral_10587	367	361	394
47281	essential_1128	295	335	327
47282	neutral_10587	1054	1317	1110
47283	neutral_10588	770	703	791
47284	neutral_10588	525	566	636
47285	neutral_10588	294	246	379
47286	neutral_10588	237	299	163
47287	neutral_10589	130	180	146
47288	neutral_10589	337	425	439
47289	essential_1128	40	57	23
47290	neutral_10589	183	164	147
47291	neutral_10589	261	251	319
47292	neutral_10590	255	291	209
47293	essential_1129	367	143	141
47294	neutral_10590	680	758	578
47295	neutral_10590	362	434	260
47296	neutral_10590	436	461	559
47297	neutral_10591	231	211	263
47298	neutral_10591	197	160	207
47299	neutral_10591	161	117	162
47300	neutral_10591	370	350	381
47301	neutral_10592	165	146	196
47302	neutral_10592	115	135	121
47303	neutral_10592	86	99	73
47304	neutral_10592	336	311	340
47305	neutral_10593	120	83	99
47306	essential_1129	540	568	605
47307	neutral_10593	205	131	158
47308	neutral_10593	849	878	933
47309	neutral_10593	165	130	215
47310	neutral_10594	397	502	356
47311	neutral_10594	326	474	262
47312	essential_1129	149	37	53
47313	neutral_10594	206	266	308
47314	neutral_10594	810	836	709
47315	neutral_10595	179	197	218
47316	neutral_10595	290	229	367
47317	neutral_10595	218	167	174
47318	neutral_10595	50	23	89
47319	neutral_10596	259	227	283
47320	neutral_10596	259	266	280
47321	essential_1129	503	209	161
47322	essential_1130	407	180	200
47323	neutral_10596	411	495	345
47324	neutral_10596	442	526	403
47325	neutral_10597	308	344	393
47326	neutral_10597	349	366	423
47327	neutral_10597	546	718	502
47328	neutral_10597	531	455	515
47329	neutral_10598	37	54	37
47330	neutral_10598	248	414	258
47331	neutral_10598	547	510	489
47332	neutral_10598	287	127	181
47333	neutral_10599	317	369	299
47334	neutral_10599	422	489	506
47335	neutral_10599	649	755	683
47336	neutral_10599	149	110	239
47337	neutral_10600	435	319	503
47338	neutral_10600	66	87	73
47339	neutral_10600	117	104	73
47340	neutral_10600	240	226	264
47341	neutral_10601	84	69	65
47342	neutral_10601	179	172	202
47343	neutral_10601	390	345	417
47344	neutral_10601	575	570	645
47345	neutral_10602	625	654	663
47346	neutral_10602	422	342	464
47347	neutral_10602	142	156	158
47348	neutral_10602	199	209	204
47349	neutral_10603	662	794	507
47350	neutral_10603	88	90	103
47351	neutral_10603	231	315	170
47352	neutral_10603	619	521	527
47353	neutral_10604	424	356	434
47354	neutral_10604	90	85	81
47355	neutral_10604	416	603	536
47356	essential_1130	118	16	3
47357	neutral_10604	285	348	340
47358	essential_1130	154	91	117
47359	neutral_10605	365	403	324
47360	neutral_10605	97	59	61
47361	essential_1130	168	50	78
47362	neutral_10605	17	35	6
47363	neutral_10605	163	129	98
47364	neutral_10606	69	57	65
47365	neutral_10606	415	291	445
47366	neutral_10606	70	20	24
47367	neutral_10606	149	91	196
47368	neutral_10607	220	173	195
47369	neutral_10607	741	801	698
47370	neutral_10607	283	348	253
47371	essential_1131	96	69	90
47372	neutral_10607	210	273	212
47373	essential_1131	162	93	97
47374	essential_1131	275	152	133
47375	neutral_10608	1038	1160	983
47376	essential_1131	514	286	226
47377	neutral_10608	131	59	135
47378	neutral_10608	107	83	99
47379	neutral_10608	74	75	35
47380	neutral_10609	601	619	517
47381	essential_1132	152	118	101
47382	neutral_10609	468	437	421
47383	neutral_10609	133	233	156
47384	neutral_10609	131	119	89
47385	essential_1132	215	32	22
47386	neutral_10610	84	89	93
47387	neutral_10610	105	71	94
47388	neutral_10610	69	57	51
47389	growthsupressing_104	568	6118	6440
47390	neutral_10610	288	253	295
47391	neutral_10611	1032	1056	803
47392	neutral_10611	311	414	191
47393	neutral_10611	301	316	237
47394	neutral_10611	786	725	667
47395	neutral_10612	514	547	485
47396	neutral_10612	95	79	101
47397	neutral_10612	338	334	332
47398	neutral_10612	349	341	441
47399	essential_1132	416	190	116
47400	neutral_10613	414	511	482
47401	neutral_10613	554	535	530
47402	neutral_10613	132	81	120
47403	neutral_10613	151	170	138
47404	neutral_10614	258	270	313
47405	neutral_10614	399	477	499
47406	neutral_10614	523	575	526
47407	neutral_10614	65	83	63
47408	neutral_10615	143	176	198
47409	neutral_10615	612	594	710
47410	neutral_10615	541	518	423
47411	neutral_10615	226	186	216
47412	neutral_10616	397	315	434
47413	neutral_10616	175	168	122
47414	neutral_10616	232	189	143
47415	neutral_10616	303	200	363
47416	neutral_10617	158	110	90
47417	neutral_10617	104	48	148
47418	neutral_10617	473	417	520
47419	neutral_10617	154	211	176
47420	neutral_10618	443	633	341
47421	neutral_10618	289	219	297
47422	neutral_10618	474	417	362
47423	neutral_10618	240	224	132
47424	neutral_10619	285	303	382
47425	growthsupressing_104	681	1129	1078
47426	neutral_10619	370	300	366
47427	neutral_10619	1206	1251	1413
47428	neutral_10619	196	199	166
47429	neutral_10620	170	148	213
47430	neutral_10620	512	652	531
47431	essential_1132	60	61	23
47432	neutral_10620	191	189	221
47433	essential_1133	139	38	57
47434	neutral_10620	198	270	245
47435	essential_1133	248	55	28
47436	neutral_10621	151	186	158
47437	neutral_10621	344	427	370
47438	neutral_10621	153	155	70
47439	essential_1133	468	160	170
47440	neutral_10621	553	551	477
47441	neutral_10622	355	312	396
47442	neutral_10622	639	626	724
47443	neutral_10622	111	111	101
47444	neutral_10622	436	502	511
47445	neutral_10623	295	375	336
47446	neutral_10623	366	446	382
47447	neutral_10623	237	201	213
47448	neutral_10623	145	150	145
47449	neutral_10624	348	445	376
47450	neutral_10624	282	344	325
47451	neutral_10624	234	202	202
47452	neutral_10624	502	499	561
47453	neutral_10625	385	392	329
47454	neutral_10625	132	149	147
47455	essential_1133	236	149	89
47456	neutral_10625	284	339	259
47457	neutral_10625	109	132	134
47458	neutral_10626	406	482	354
47459	neutral_10626	780	793	833
47460	neutral_10626	326	490	352
47461	neutral_10626	453	596	443
47462	neutral_10627	318	241	346
47463	neutral_10627	153	60	81
47464	neutral_10627	515	512	460
47465	neutral_10627	58	52	127
47466	neutral_10628	48	25	45
47467	neutral_10628	1122	1116	1117
47468	neutral_10628	138	138	122
47469	neutral_10628	121	104	167
47470	neutral_10629	239	190	219
47471	neutral_10629	229	369	147
47472	neutral_10629	303	278	337
47473	neutral_10629	206	192	147
47474	neutral_10630	255	267	260
47475	neutral_10630	1311	1220	1191
47476	neutral_10630	418	441	387
47477	neutral_10630	470	569	545
47478	essential_1134	2236	783	621
47479	neutral_10631	613	626	704
47480	neutral_10631	880	865	792
47481	neutral_10631	129	173	265
47482	neutral_10631	250	304	301
47483	neutral_10632	34	9	31
47484	neutral_10632	239	240	154
47485	neutral_10632	649	728	686
47486	neutral_10632	405	427	472
47487	essential_1134	331	50	72
47488	neutral_10633	98	103	122
47489	neutral_10633	182	243	171
47490	neutral_10633	802	744	930
47491	neutral_10633	101	101	70
47492	neutral_10634	242	293	149
47493	neutral_10634	168	170	134
47494	essential_1134	649	433	534
47495	neutral_10634	151	204	92
47496	neutral_10634	245	267	270
47497	neutral_10635	642	642	763
47498	essential_1134	84	17	9
47499	neutral_10635	391	375	501
47500	neutral_10635	153	125	218
47501	neutral_10635	45	77	59
47502	neutral_10636	559	622	643
47503	neutral_10636	443	549	535
47504	essential_1135	588	116	115
47505	neutral_10636	69	85	73
47506	neutral_10636	246	311	202
47507	neutral_10637	148	118	139
47508	neutral_10637	603	698	709
47509	neutral_10637	382	448	502
47510	neutral_10637	30	3	21
47511	neutral_10638	826	947	846
47512	neutral_10638	238	331	307
47513	neutral_10638	323	312	391
47514	neutral_10638	47	72	28
47515	neutral_10639	92	89	33
